"price","size_sqft","lot_sqft","bedrooms","bathrooms","year_built","year_renovated","renovated","condition","location_quality","dist_center_km","crime_rate","school_rating","has_pool","garage_cars","waterfront"
2282189000,4101,11679,5,4.5,2011,2019,"Yes","Excellent","Premium",5.43,15.9,9,"Yes",3,"No"
397003100,3621,8337,6,4,2022,2024,"Yes","Good","High",8.61,24,7,"Yes",4,"No"
9266800,1289,2462,2,2,1985,2011,"Yes","Excellent","Medium",13.67,46,7,"No",2,"No"
4667600,2270,4557,5,5.5,1963,NA,"No","Fair","Medium",22.09,46.1,6,"No",0,"No"
5897000,1521,4238,2,2.5,2010,NA,"No","Good","Medium",21.79,43.1,8,"No",2,"No"
34821600,2665,7135,3,2.5,2017,2024,"Yes","Good","High",11.38,30.2,9,"Yes",3,"No"
4678600,1423,3916,2,2,1988,2007,"Yes","Good","Medium",23.15,33.8,6,"No",1,"No"
1696300,1339,2361,2,2,1976,NA,"No","Poor","Medium",10.81,42.6,7,"No",2,"No"
2883300,1059,3503,2,1.5,1988,NA,"No","Fair","Medium",18.61,39.5,5,"No",2,"No"
25934200,3285,9286,5,3,1995,2004,"Yes","Good","High",6.52,40.1,9,"No",1,"No"
2344000,600,2000,1,1,1955,NA,"No","Fair","Low",15.92,79.6,3,"No",2,"No"
7804200,1657,4743,3,2.5,1993,2005,"Yes","Excellent","Medium",24.42,46.9,7,"No",2,"No"
3994900,1627,2654,4,3,2005,NA,"No","Fair","Medium",20.58,30.7,8,"No",1,"No"
62310400,2415,7028,5,3.5,1984,1992,"Yes","Excellent","Medium",12.09,54,9,"No",2,"No"
48749300,2663,6901,5,3.5,2004,NA,"No","Good","Premium",2.38,16.2,10,"No",3,"No"
1891600,1617,3678,2,2,1975,NA,"No","Fair","Medium",19.1,57.4,8,"No",1,"No"
7865900,600,2000,2,3,1970,NA,"No","Fair","Low",37.23,70.4,5,"No",1,"No"
7722100,1493,3520,2,2.5,2001,NA,"No","Good","High",6.51,20.1,7,"No",1,"No"
1767600,1227,3422,2,3,1960,NA,"No","Fair","Medium",11.91,39.6,6,"No",0,"No"
14960900,2530,7044,5,4.5,1982,NA,"No","Fair","Medium",16.64,65.1,7,"No",2,"No"
1433830700,4281,11611,5,4,2020,2024,"Yes","Good","Premium",2.46,6.9,9,"Yes",3,"Yes"
8317200,3151,9858,5,4.5,1973,NA,"No","Fair","Medium",9.4,46.7,6,"Yes",3,"No"
7489500,1782,2289,3,2.5,2014,2024,"Yes","Good","Medium",23.75,57.8,7,"No",0,"No"
5819700,2292,5562,5,4.5,1978,NA,"No","Fair","Medium",12.95,61.6,10,"No",0,"No"
10890700,1077,2959,2,3,2007,NA,"No","Good","Medium",23.25,50.6,8,"No",2,"No"
7116600,939,2113,3,2.5,1933,NA,"No","Fair","Low",35.6,63.4,5,"No",0,"No"
19802500,1431,3979,2,2.5,2014,2024,"Yes","Good","Medium",23.59,56.2,7,"Yes",2,"No"
14329200,2898,7169,3,2.5,2002,2024,"Yes","Good","High",7.94,23.6,8,"No",3,"No"
18705100,2178,6233,3,3.5,1962,1985,"Yes","Excellent","Medium",18.07,35.5,8,"No",1,"No"
13958000,2761,5133,5,3.5,1983,1989,"Yes","Good","High",4,40.5,9,"No",2,"No"
89834300,3121,5660,4,4,2006,NA,"No","Fair","Premium",4.72,16.5,10,"Yes",2,"No"
9442100,1738,3786,2,2.5,1986,1997,"Yes","Excellent","Medium",15.24,58,8,"No",0,"No"
11560700,1921,4625,4,3.5,2009,NA,"No","Good","High",4.2,27.1,8,"No",2,"No"
5297500,1578,3200,3,1.5,1999,NA,"No","Fair","Medium",16.9,36.5,8,"No",2,"No"
10446200,1986,5254,4,3.5,2006,NA,"No","Fair","High",4.3,18.4,8,"No",0,"No"
23767500,1834,3002,3,3,2002,2008,"Yes","Excellent","Medium",14.12,77.4,7,"Yes",2,"No"
2432700,2205,4889,3,1.5,1973,NA,"No","Fair","Medium",14.64,45.2,8,"No",1,"No"
12495100,1890,6389,3,3.5,2015,NA,"No","Fair","Medium",23.37,54.4,6,"Yes",4,"No"
1720300,1151,3919,1,1.5,1941,NA,"No","Poor","Low",32.35,77.8,4,"No",0,"No"
18255800,1332,3738,3,2.5,1971,NA,"No","Poor","Low",19.14,70.4,4,"Yes",4,"No"
8083600,2691,9257,3,2,2010,NA,"No","Fair","High",9.26,25.1,8,"No",1,"No"
11807700,2908,8072,5,3,1982,NA,"No","Fair","Medium",22.2,45.6,8,"No",3,"No"
4236800,1816,4950,4,3.5,1974,NA,"No","Fair","Medium",19.71,64,5,"No",2,"No"
28958100,2600,9206,5,4.5,2010,2023,"Yes","Good","Medium",9.26,59.5,9,"No",2,"No"
13522800,1756,3697,3,3.5,1994,2009,"Yes","Excellent","Medium",22.02,53.8,6,"No",1,"No"
5752200,2055,3955,3,1.5,2000,NA,"No","Fair","High",4.21,29.5,7,"Yes",2,"No"
2970000,1859,3627,2,1.5,1991,NA,"No","Good","Medium",17.51,50.5,6,"No",2,"No"
53522000,3006,6644,6,4.5,2001,2017,"Yes","Excellent","High",6.07,30.3,8,"No",3,"No"
7654000,1088,2000,2,2,1975,1988,"Yes","Excellent","Medium",21.46,47.1,6,"No",1,"No"
7485600,1814,5998,4,4,1957,NA,"No","Fair","Low",23.62,80,4,"No",0,"No"
115326400,3950,2089,5,3.5,2019,2024,"Yes","Good","Premium",5.08,13.9,9,"Yes",3,"No"
12160700,2374,4177,3,2.5,1989,1996,"Yes","Excellent","High",10.29,46.6,9,"No",2,"No"
214153600,2254,8317,4,4,1967,1974,"Yes","Good","Medium",16.79,43.5,6,"Yes",3,"No"
4579900,995,2711,2,1.5,1981,NA,"No","Good","Low",18.56,100,4,"No",2,"No"
21187400,1813,3357,4,4.5,2012,NA,"No","Good","Medium",22.64,59.7,5,"Yes",3,"No"
15565700,1028,2879,3,4,1949,NA,"No","Fair","Low",36.76,78.5,8,"No",2,"No"
9925800,2726,4009,5,3.5,1992,NA,"No","Fair","Medium",17.09,49,7,"No",1,"No"
5536500,1850,3719,2,2.5,1938,NA,"No","Fair","Low",16.33,69.8,4,"No",2,"No"
8870500,1761,4030,4,3.5,1999,2010,"Yes","Excellent","Medium",16.95,53.9,6,"No",2,"No"
25100000,2624,8103,5,5,2013,NA,"No","Fair","Medium",10.18,28.8,7,"No",2,"No"
2559100,1513,3800,2,1,1994,NA,"No","Good","Medium",20.71,56.3,8,"No",0,"No"
2883600,2065,3204,4,4,1962,NA,"No","Poor","Medium",20.49,52.7,4,"No",0,"No"
11126000,1401,3102,4,3,2011,NA,"No","Good","High",3.61,24.8,8,"No",1,"No"
4449700,2175,4603,3,2,1951,NA,"No","Fair","Low",35.2,67.9,4,"No",0,"No"
4936000,1806,3235,2,2,1960,NA,"No","Fair","Medium",16.87,47.3,9,"No",1,"No"
152997300,4031,7083,4,4,2013,2022,"Yes","Good","Premium",4.89,9.9,9,"Yes",3,"No"
120618500,3731,9483,5,5,2004,2016,"Yes","Excellent","Premium",2.12,8.6,9,"Yes",3,"Yes"
17322700,1353,4260,4,3.5,1939,NA,"No","Fair","Low",35.2,85.9,5,"No",2,"No"
7959200,600,2000,2,2,1994,NA,"No","Good","Low",33.75,70.3,4,"No",2,"No"
7946200,1489,2508,2,3,1983,NA,"No","Fair","High",4.12,14.7,7,"Yes",2,"No"
1577700,1030,2846,2,1.5,1966,NA,"No","Fair","Medium",23.81,47.1,6,"No",1,"No"
25305400,2339,4411,5,4,2020,2024,"Yes","Good","High",5.48,47.8,10,"Yes",3,"No"
16407200,2474,6083,5,4.5,1995,NA,"No","Good","High",9.66,25.7,9,"No",0,"No"
329431400,3842,7549,4,4,2015,2024,"Yes","Excellent","Premium",4.31,8.1,10,"Yes",3,"No"
32660200,2228,6603,3,3,2009,2017,"Yes","Excellent","High",10.1,38.1,7,"No",1,"No"
4543400,1079,2529,3,3.5,1985,NA,"No","Fair","Medium",18.55,55.8,5,"No",2,"No"
3727700,802,2000,2,1.5,1993,NA,"No","Fair","Low",23.8,100,6,"No",0,"No"
31397700,2071,5658,3,3,2013,2024,"Yes","Excellent","High",8.49,32.7,8,"No",1,"No"
8793200,1898,3602,2,2.5,1989,2017,"Yes","Good","Medium",15.64,46.6,7,"No",0,"No"
84711300,3117,10605,5,3.5,1980,1988,"Yes","Good","High",10.97,24.4,10,"Yes",2,"No"
12992300,1673,4346,4,4.5,2015,2023,"Yes","Excellent","Medium",18.4,63.4,8,"No",0,"No"
8223800,1428,5646,2,2.5,1984,NA,"No","Fair","Low",23.06,29.4,6,"No",0,"No"
5968700,1507,4200,2,2.5,1939,NA,"No","Poor","Low",39.69,87.5,6,"No",0,"No"
57412300,2894,9332,5,5,2010,2024,"Yes","Good","High",7.73,31.6,9,"No",1,"No"
19178000,1557,2000,4,3.5,1990,2008,"Yes","Good","Low",24.79,44.8,5,"No",1,"No"
8893800,1775,2772,3,2.5,1995,NA,"No","Good","Low",24.54,95,4,"No",0,"No"
1841400,979,2594,1,1,1976,NA,"No","Fair","Medium",16.97,45.6,6,"No",2,"No"
52160200,1455,2844,4,3,1998,2008,"Yes","Excellent","Low",16.12,74.6,5,"No",0,"No"
6223500,1847,3755,4,3.5,2014,NA,"No","Fair","Medium",18.82,34.4,6,"No",0,"No"
6176600,919,2000,2,2.5,1958,NA,"No","Fair","Low",31.45,75.9,7,"No",2,"No"
100676600,2908,8468,5,3.5,1992,NA,"No","Fair","High",8.63,32.6,8,"Yes",4,"No"
7110700,1220,4355,3,3.5,1946,NA,"No","Fair","Low",37.5,73.8,2,"No",0,"No"
4298800,1576,3297,2,2,1950,NA,"No","Poor","Low",17.16,49.6,5,"No",1,"No"
1846900,1195,2000,1,1,1966,NA,"No","Fair","Medium",24.13,53,7,"No",2,"No"
12886400,2488,7190,3,3,1991,NA,"No","Fair","High",10.89,32.6,8,"No",1,"No"
3566600,1010,2000,1,1,1931,NA,"No","Fair","Low",27.06,72.5,5,"No",1,"No"
63968700,4531,10674,6,4.5,1999,2016,"Yes","Excellent","Premium",2.33,19.8,8,"Yes",4,"No"
43853900,1187,3304,2,2.5,1999,2007,"Yes","Good","Low",22.65,89.3,3,"Yes",4,"No"
42465000,3168,3990,4,3.5,1989,2000,"Yes","Excellent","High",3.72,16.5,7,"Yes",3,"No"
37554500,2756,6631,5,3,2000,NA,"No","Fair","High",10.82,56.6,6,"Yes",3,"No"
2137900,1575,2438,3,2,1985,NA,"No","Fair","Medium",22.13,46.4,8,"No",1,"No"
36534500,2657,5993,5,3,2015,2022,"Yes","Excellent","Medium",13.18,47.7,6,"Yes",4,"No"
34353400,3891,4962,5,4.5,1986,NA,"No","Fair","High",8.35,49.8,8,"Yes",4,"No"
32477900,720,2000,3,2.5,1986,1996,"Yes","Excellent","Low",26.8,81.9,5,"No",0,"No"
108728500,1194,2776,3,2.5,1983,1999,"Yes","Excellent","Low",33.2,79.9,4,"No",1,"Yes"
3598100,735,2000,1,1.5,1931,NA,"No","Poor","Low",21.5,82.5,5,"No",1,"No"
12582400,2317,6429,4,2.5,2005,2021,"Yes","Excellent","Medium",15.19,44.7,8,"No",2,"No"
28960500,2686,5921,3,3,1996,NA,"No","Fair","High",6.14,22.3,8,"Yes",3,"No"
10227300,1150,4388,3,2,1945,NA,"No","Poor","Low",21.2,51.2,4,"Yes",2,"No"
6104900,2139,6818,3,2.5,2005,NA,"No","Good","Medium",8.53,35.5,6,"No",1,"No"
11010200,1542,4394,2,3,2008,2024,"Yes","Good","Medium",20.13,46.6,6,"Yes",3,"No"
15845200,1570,3808,4,4,1993,NA,"No","Fair","Low",28.19,83.8,7,"No",1,"No"
8689900,2468,6130,3,3,2006,2013,"Yes","Good","Medium",13.05,45.7,7,"No",1,"No"
7287300,1669,4753,2,2,2000,2024,"Yes","Excellent","Medium",23.73,50.8,5,"No",2,"No"
38051100,2006,5570,5,2.5,2007,2024,"Yes","Excellent","Medium",21.16,71.4,7,"Yes",3,"No"
30913600,3058,6004,5,5,1980,NA,"No","Fair","High",7.62,23.3,8,"Yes",4,"No"
147576200,3366,7879,5,3.5,2008,2024,"Yes","Excellent","Premium",4.57,25.5,9,"Yes",3,"No"
7596200,2087,3957,4,4,1992,NA,"No","Good","Medium",15.63,73.9,6,"No",2,"No"
22464900,1248,2000,4,4,1980,2009,"Yes","Good","Low",34.19,61.5,4,"No",0,"No"
5807000,600,2361,1,1,1985,NA,"No","Good","Low",35.67,64.6,5,"No",0,"No"
15432900,2169,3072,4,3.5,2000,2015,"Yes","Excellent","High",9.26,36.2,8,"No",0,"No"
7461800,917,2000,3,3,2006,2019,"Yes","Excellent","Medium",9.41,37.3,6,"No",1,"No"
4981200,1326,4510,3,2.5,1994,NA,"No","Good","Medium",24.58,52.1,7,"No",2,"No"
164224500,2887,7520,3,3,2013,2024,"Yes","Good","Premium",2.65,1.3,9,"Yes",3,"No"
10237800,1841,4363,4,3,1974,NA,"No","Fair","Low",30.45,81.4,6,"No",1,"No"
9954100,1175,2681,2,2.5,1979,NA,"No","Fair","Low",23.58,70.6,6,"No",1,"No"
11167400,600,2000,3,3,1981,NA,"No","Fair","Low",20.22,65.5,6,"No",2,"No"
2422200,1291,4279,3,1,1993,NA,"No","Good","Medium",15.19,41,7,"No",0,"No"
1482300,944,2000,3,2,1974,NA,"No","Poor","Medium",16.17,64.7,8,"No",2,"No"
3020000,1412,2000,2,1.5,2003,NA,"No","Good","Medium",8.87,38.8,7,"No",2,"No"
18322200,1673,3866,4,4.5,1994,NA,"No","Fair","Low",29.01,68.8,4,"No",1,"No"
9046100,3002,3379,4,3.5,1997,NA,"No","Fair","Medium",23.73,74.4,6,"No",3,"No"
4786100,691,2000,2,1.5,1994,2006,"Yes","Excellent","Medium",21.37,68.7,6,"No",2,"No"
3636300,1640,5068,4,2,1982,NA,"No","Fair","Medium",19.17,41.2,7,"No",0,"No"
11417000,1963,4815,4,3.5,2008,2024,"Yes","Good","Medium",15.33,29.6,5,"No",2,"No"
27854300,1607,3521,3,4,1981,NA,"No","Fair","Low",32.78,66,6,"Yes",4,"No"
34414500,2891,6325,4,3,2022,NA,"No","Good","High",5.21,37.2,9,"No",2,"No"
13024300,2912,9135,4,3.5,1985,NA,"No","Good","High",11.7,32.6,6,"No",2,"No"
17118300,1804,4137,2,1.5,1989,2002,"Yes","Excellent","Medium",22.62,42.3,5,"Yes",3,"No"
6260200,974,2000,3,2,1944,NA,"No","Poor","Low",39.92,88.1,4,"Yes",2,"No"
6250500,1340,2821,4,4,1965,NA,"No","Poor","Low",15.03,66.2,6,"No",2,"No"
26600700,1543,2093,2,2.5,1991,NA,"No","Fair","Low",16.58,82.6,6,"Yes",3,"No"
4533800,1538,2000,2,1,2014,NA,"No","Good","Medium",10.92,37.5,3,"No",1,"No"
2809900,1741,3347,2,3,1968,NA,"No","Poor","Medium",20.67,53.8,7,"No",2,"No"
135379700,4491,13985,4,3,2015,NA,"No","Good","Premium",3.36,13.4,10,"Yes",3,"No"
9967300,1177,3503,3,3.5,1961,NA,"No","Fair","Low",34.94,67.8,3,"No",1,"No"
10294500,2536,5149,5,4,1990,NA,"No","Fair","High",5.07,41.3,8,"No",3,"No"
66364100,2314,2830,3,4,1994,NA,"No","Good","High",9.76,42.2,9,"Yes",2,"No"
39133400,2928,9422,4,3,2024,2024,"Yes","Good","High",6.93,21,8,"Yes",3,"No"
10761200,1384,3646,4,3,2013,2024,"Yes","Excellent","Medium",16.21,53,6,"No",0,"No"
5187300,1153,3432,2,1.5,1967,NA,"No","Fair","Low",23.41,82.9,7,"No",0,"No"
7102600,1543,5599,2,2.5,2002,NA,"No","Fair","High",6.36,24.6,9,"No",2,"No"
5095500,735,2000,1,1,1995,2014,"Yes","Good","Low",20.89,72.9,4,"No",0,"No"
8363800,1567,3688,2,1.5,1981,NA,"No","Good","Medium",19.09,55.6,6,"Yes",3,"No"
10110000,2572,8179,4,3.5,1962,NA,"No","Fair","Medium",21.63,70.7,8,"Yes",4,"No"
27630700,1991,4342,4,2.5,2018,2024,"Yes","Excellent","High",11.2,19.7,8,"No",0,"No"
1649800,1185,2893,3,1,1967,NA,"No","Poor","Medium",21.73,52.7,7,"No",1,"No"
3962000,724,2418,3,3,1934,NA,"No","Poor","Low",26.56,75.6,5,"No",0,"No"
23961400,1997,3842,3,3,2007,NA,"No","Good","Medium",19.68,38.9,6,"Yes",3,"No"
4650600,2233,7418,4,3.5,1976,NA,"No","Fair","Medium",8.98,35.7,7,"No",2,"No"
8513900,1287,4372,2,2.5,1975,1990,"Yes","Excellent","Medium",8.54,34.3,8,"No",2,"No"
6705300,2165,6218,4,2.5,2006,NA,"No","Fair","Medium",10.64,68.7,5,"Yes",2,"No"
29631800,2717,9086,3,2.5,2010,2024,"Yes","Excellent","High",7.58,23,6,"Yes",3,"No"
7360300,1016,2000,3,2.5,1982,NA,"No","Good","Low",29.62,75.7,4,"No",2,"No"
103551100,3640,5193,6,5,2002,2012,"Yes","Excellent","Premium",3.89,10.9,9,"Yes",4,"No"
7537300,2043,6148,3,3,2010,2024,"Yes","Good","High",5.38,45.9,8,"No",0,"No"
3382900,1163,2891,1,1,1981,NA,"No","Fair","Low",16.73,64.2,4,"No",0,"No"
2469600,1759,5447,3,2.5,1993,NA,"No","Fair","Medium",12.08,50.7,5,"No",1,"No"
88222700,3611,8747,6,4.5,2021,NA,"No","Good","Premium",2.57,21.3,9,"Yes",2,"No"
3533000,2165,5955,3,3,2000,NA,"No","Fair","Medium",12.29,52.3,6,"No",0,"No"
59866200,3455,9705,5,4,1991,NA,"No","Fair","High",6.39,33.7,9,"Yes",2,"No"
6106800,794,2099,2,2,1983,NA,"No","Good","Medium",15.31,48.6,5,"Yes",3,"No"
14779900,1317,2722,3,4,1986,NA,"No","Fair","Low",21.39,45.1,5,"No",0,"No"
2978000,1719,2230,2,2.5,1986,NA,"No","Fair","Medium",20.46,55.4,5,"No",0,"No"
3370500,600,2000,1,1.5,2006,2011,"Yes","Excellent","Medium",23.16,65.6,7,"No",2,"No"
8841900,1522,2150,4,3.5,1964,NA,"No","Fair","Low",39.08,98.1,3,"No",1,"No"
4929600,2315,2510,4,3,1971,NA,"No","Fair","Medium",14.66,63.2,4,"Yes",2,"No"
11216600,2193,6353,4,3,2009,2017,"Yes","Good","Medium",21.19,29.6,9,"No",2,"No"
6499100,1205,2891,4,2,1960,NA,"No","Poor","Low",37.36,70.5,4,"No",1,"No"
10018600,2498,7754,5,3,2010,NA,"No","Fair","Medium",16.93,69.7,4,"Yes",3,"No"
11310400,1411,3826,3,2.5,2015,NA,"No","Good","Medium",10.64,52.4,5,"Yes",3,"No"
160257800,3402,7427,4,4,2015,2024,"Yes","Excellent","Premium",5.74,14.4,10,"Yes",4,"No"
93065800,3406,10878,6,4.5,2007,NA,"No","Fair","High",4.54,17.3,9,"Yes",4,"No"
9251600,881,3039,3,2.5,1968,NA,"No","Fair","Low",23.87,90.8,7,"No",2,"No"
5800300,1044,2000,3,2,2002,NA,"No","Good","High",3.36,39.3,9,"No",1,"No"
100428100,3330,8845,4,3.5,2008,2024,"Yes","Excellent","Premium",3.22,16.7,9,"No",1,"No"
26507400,1963,6164,2,1,2001,2024,"Yes","Excellent","Premium",1.3,25.2,9,"Yes",4,"No"
3552100,880,2342,1,1.5,1958,NA,"No","Fair","Low",18.39,75,6,"No",1,"No"
8503700,2084,2000,4,3,1997,NA,"No","Fair","Medium",20.55,42.9,9,"No",0,"No"
81883500,2406,6081,5,4.5,2002,NA,"No","Good","Premium",3.37,4.6,8,"Yes",3,"No"
52204300,2393,6133,4,3,2016,2024,"Yes","Excellent","High",9.13,20.3,9,"No",2,"No"
26696700,1006,2000,1,1.5,1996,NA,"No","Good","Low",25.86,60.7,5,"Yes",3,"No"
8288200,2237,6049,3,2.5,1984,NA,"No","Good","High",10.14,20.9,8,"No",2,"No"
6617400,1804,5398,4,3.5,1963,NA,"No","Fair","Medium",13.95,31.1,7,"No",2,"No"
31498800,1744,4674,4,4,1991,NA,"No","Fair","Low",31.21,91.5,5,"Yes",4,"No"
2744900,2461,8204,3,2.5,1976,NA,"No","Poor","Medium",20.51,46.2,7,"No",0,"No"
19384000,2073,6917,3,3,1994,2009,"Yes","Excellent","Medium",16.06,37.7,8,"No",2,"No"
3091200,1149,3248,1,1,1956,NA,"No","Poor","Low",15.35,56.9,6,"No",1,"No"
4957600,1672,4451,3,3,1993,NA,"No","Fair","Medium",21.81,41.5,6,"No",0,"No"
28353600,3232,9923,5,3.5,2004,NA,"No","Good","High",5.81,33.4,7,"No",3,"No"
113119500,3076,9650,5,3.5,2015,NA,"No","Good","Premium",3.71,6,10,"Yes",2,"No"
23606700,1229,3135,4,3,1983,NA,"No","Good","Low",37.24,53.6,5,"No",1,"No"
112637600,2667,2000,4,3,2005,NA,"No","Good","Premium",2.95,14.2,9,"Yes",3,"No"
8952800,1680,4286,2,1.5,2012,2024,"Yes","Excellent","High",9.77,14.1,8,"No",0,"No"
6386400,2172,4226,3,1.5,2001,NA,"No","Fair","High",10.61,34.3,7,"No",2,"No"
12019100,3864,7413,4,2.5,2011,NA,"No","Good","High",4.08,34.9,8,"Yes",2,"No"
4622300,1975,5495,4,4,2010,NA,"No","Good","Medium",8.18,47.3,7,"No",1,"No"
43973400,2558,6485,4,2.5,2021,2024,"Yes","Excellent","High",8.13,41.5,8,"No",3,"No"
114266900,2674,5765,3,3,2004,NA,"No","Fair","Premium",5.9,21.1,9,"Yes",3,"No"
54096800,1662,5270,4,3,1993,NA,"No","Good","High",10.87,20,7,"Yes",3,"No"
7779400,1824,4865,3,2.5,2004,2024,"Yes","Good","Medium",15.32,50.4,9,"No",0,"No"
3171800,2462,10004,3,2.5,1976,NA,"No","Fair","Medium",9.44,55.1,5,"No",2,"No"
104557800,2980,8035,5,4.5,1996,NA,"No","Good","Premium",3.84,11.1,9,"Yes",2,"No"
20434500,2624,6014,4,3,2013,2024,"Yes","Excellent","High",7.2,53,8,"Yes",2,"No"
3758700,600,2000,1,1,1955,NA,"No","Poor","Low",38.95,75.1,4,"No",0,"No"
6483000,900,2469,3,2,1976,NA,"No","Fair","Low",20.93,75.2,4,"No",1,"No"
18061200,1318,3918,3,3.5,1967,NA,"No","Poor","Low",16.02,48.5,5,"Yes",2,"No"
6102100,2785,5888,3,2,2002,NA,"No","Good","High",4.74,34.4,7,"No",2,"No"
23252600,2393,5109,5,4,1995,NA,"No","Good","Medium",8.74,56.3,9,"Yes",3,"No"
3582900,1013,2433,2,1.5,1950,NA,"No","Poor","Low",29.73,49.4,5,"No",0,"No"
10995700,850,2142,2,1.5,2005,2024,"Yes","Good","Medium",13.47,51.4,8,"Yes",3,"No"
6186100,931,2400,2,1.5,1941,NA,"No","Fair","Low",29.14,92.4,5,"No",2,"No"
765502400,3449,10987,4,2.5,2018,2024,"Yes","Good","Premium",5.9,7.3,9,"Yes",3,"No"
18407400,2432,5121,3,3,1969,1986,"Yes","Good","Medium",8,65.4,9,"Yes",3,"No"
12236400,2017,4897,4,4,2014,2024,"Yes","Excellent","Medium",13.9,51.4,5,"No",2,"No"
2590500,1747,3178,4,3,1994,NA,"No","Fair","Medium",9.13,71.7,7,"No",0,"No"
10297100,848,2000,1,2.5,1982,NA,"No","Fair","Low",20.06,62.1,6,"No",2,"No"
29112800,3034,7738,4,2.5,2015,2024,"Yes","Excellent","High",9.86,28.3,8,"No",2,"No"
410419800,3915,11881,4,3,2017,2024,"Yes","Good","Premium",1.13,17.8,9,"Yes",3,"Yes"
2817100,1986,4520,3,2,1963,NA,"No","Fair","Medium",8.21,45.6,6,"No",2,"No"
72941000,3832,8484,6,3.5,1995,2022,"Yes","Excellent","Premium",4.38,15.4,10,"Yes",2,"No"
5263900,1816,4512,2,1.5,2024,2024,"Yes","Good","High",7.2,32.7,6,"No",0,"No"
2706300,1015,2875,2,2.5,1985,NA,"No","Fair","Medium",24.77,41.7,6,"No",0,"No"
11099900,2210,4640,3,2.5,1979,2005,"Yes","Excellent","Medium",13.25,44.3,7,"No",2,"No"
3217900,1721,4337,2,2.5,1965,NA,"No","Fair","Medium",16.46,65.7,8,"No",2,"No"
5759800,1529,3781,3,2.5,1955,NA,"No","Poor","Low",18.92,87,3,"No",2,"No"
11230300,1347,3455,2,2,1972,1996,"Yes","Excellent","Medium",14.54,43.5,6,"No",2,"No"
10722700,1202,3792,3,3,1981,NA,"No","Good","Low",31.67,64.7,4,"No",1,"No"
5123700,1031,2000,1,1,1957,NA,"No","Poor","Low",22.19,60,6,"No",2,"No"
2820500,2246,2054,3,3,1970,NA,"No","Fair","Medium",15.38,55.1,9,"No",1,"No"
15075200,1232,3321,3,3,1997,NA,"No","Fair","Low",25.51,74.9,5,"No",1,"No"
5825500,1849,5965,4,3,1975,NA,"No","Poor","Medium",24.31,41.6,6,"Yes",2,"No"
17409500,2317,6211,5,3.5,2008,NA,"No","Good","High",3.43,39.2,9,"No",0,"No"
3960300,1880,6124,2,1.5,1990,NA,"No","Fair","Medium",22.17,46.9,7,"No",2,"No"
2897200,1692,5403,2,1.5,1993,NA,"No","Fair","Medium",9.65,32,7,"No",2,"No"
1450800,1229,2770,3,3.5,1968,NA,"No","Poor","Medium",11.23,70,6,"No",1,"No"
34818600,2918,8784,5,4.5,1995,NA,"No","Good","Premium",3.05,2.3,10,"Yes",3,"No"
3938100,904,2271,1,1,1943,NA,"No","Fair","Low",30.71,60.3,5,"No",1,"No"
9874400,2714,6676,3,2.5,1970,NA,"No","Fair","Medium",21.56,37.4,6,"Yes",2,"No"
3188400,600,2000,1,1,1981,NA,"No","Fair","Low",38.27,74.2,5,"No",0,"No"
125708300,3553,6372,5,3.5,2023,NA,"No","Good","High",7.71,22,9,"Yes",3,"No"
8393100,1918,4545,4,3,1984,NA,"No","Fair","Medium",23.37,53.1,4,"Yes",3,"No"
5021600,649,2000,2,2.5,1975,NA,"No","Fair","Low",22.39,71.1,5,"No",0,"No"
20134700,2363,6356,5,3.5,1980,NA,"No","Fair","Medium",21.7,56.1,6,"Yes",4,"No"
16159500,3264,9674,4,3.5,2015,2024,"Yes","Good","High",3.71,46.3,8,"Yes",2,"No"
9618100,1161,2533,2,2.5,1933,NA,"No","Fair","Low",38.58,68,3,"Yes",3,"No"
5172900,1595,4633,3,3,1986,NA,"No","Good","Medium",13.61,80.7,6,"No",2,"No"
4576200,1779,4725,3,2.5,2013,NA,"No","Fair","Medium",14.73,61.3,8,"No",0,"No"
127564900,4373,8520,4,3,1999,2008,"Yes","Good","Premium",5.91,10.4,9,"Yes",3,"Yes"
32044900,3181,9394,6,4,1986,1995,"Yes","Good","High",3.09,12.4,9,"No",1,"No"
1739200,1062,2769,1,1.5,1981,NA,"No","Good","Medium",13.8,54.2,5,"No",0,"No"
19789300,1842,4254,3,2,1989,NA,"No","Good","High",10.83,27.9,8,"Yes",3,"No"
41238900,4686,15970,4,3,1999,2024,"Yes","Excellent","Premium",5.02,7.9,10,"Yes",4,"No"
2425700,637,2000,2,1,1955,NA,"No","Poor","Low",15.63,62.4,5,"No",2,"No"
29434500,3872,8286,4,3,2008,NA,"No","Good","High",9.69,34.6,8,"Yes",4,"No"
3631200,2975,6658,5,2.5,1964,NA,"No","Fair","Medium",14.91,48.4,7,"No",2,"No"
2688600,648,2000,1,1,1943,NA,"No","Fair","Low",36.51,41.4,2,"No",0,"No"
6478400,2624,9334,3,1.5,1978,NA,"No","Poor","Medium",22.01,37,6,"No",2,"No"
5270700,602,2000,3,3,1965,NA,"No","Poor","Low",34.64,81.4,5,"No",1,"No"
14779900,2378,7685,3,2.5,1999,NA,"No","Good","High",11.97,22.6,8,"No",0,"No"
7250000,2091,2966,5,3,1999,NA,"No","Fair","Medium",11.37,36.2,5,"No",2,"No"
